DEP_ID,CRS_NUM,CRS_CODE,CRS_NAME,CRS_DESC,CRS_GEAF,CRS_GEGH,CRS_DCOREL,CRS_UNITSTR,CRS_UNITS,CRS_PREREQ,CRS_COREQ,CRS_CROSS,CRS_NOTE
EDUC,681,EDUC 681,"Research, Policy and Practice in Urban Education","Development of urban education through the social, historical and political lens as it shapes and influences education research and policy.",,,False,,4,,,,"<ul class=""notes""></ul>"
EDUC,687,EDUC 687,Capstone Seminar,"Synthesize institutional, public and non-public sources of data to write and orally present an enrollment management plan for both campus and external stakeholders.",,,False,,3,,,,"<ul class=""notes""><li class=""restriction""><strong>Restriction:</strong>  Registration open to the following major(s): Enrollment Management and Policy</li><li class=""restriction""><strong>Restriction:</strong>  Registration open to the following school(s): Barbara J. and Roger W. Rossier School of Education</li></ul>"
EDUC,692,EDUC 692,Role of Diversity in Admissions,"Addresses college access, the manifestations of diversity through the admission process, and a primer on the role of identities, demographics, and intersectionality within them.",,,False,,3,,,,"<ul class=""notes""><li class=""restriction""><strong>Restriction:</strong>  Registration open to the following major(s): Enrollment Management and Policy</li><li class=""restriction""><strong>Restriction:</strong>  Registration open to the following school(s): Barbara J. and Roger W. Rossier School of Education</li></ul>"
EDUC,694,EDUC 694,Legal Issues in Enrollment Management,"Examines legal issues in enrollment management and addresses the intersection of law and policy, including implications for decision-making by higher education officials.",,,False,,3,,,,"<ul class=""notes""><li class=""restriction""><strong>Restriction:</strong>  Registration open to the following major(s): Enrollment Management and Policy</li><li class=""restriction""><strong>Restriction:</strong>  Registration open to the following school(s): Barbara J. and Roger W. Rossier School of Education</li></ul>"
EDUC,695,EDUC 695,Organizations and Leadership in Education,"Emphasizes models of educational organizations and how they are influenced by the contexts and problems they experience, with emphasis on leadership, change management, and governance.",,,False,,3,,,,"<ul class=""notes""><li class=""restriction""><strong>Restriction:</strong>  Registration open to the following major(s): Enrollment Management and Policy</li><li class=""restriction""><strong>Restriction:</strong>  Registration open to the following school(s): Barbara J. and Roger W. Rossier School of Education</li></ul>"
EDUC,723,EDUC 723,Evaluating and Assessing Educational System Outcomes,Evaluating impact. Examination of key assessment theories; planning and implementation of learning and program effectiveness.,,,False,,3,Prerequisite: EDUC 629,,,"<ul class=""notes""><li class=""prereq""><strong>Prerequisite:</strong> <a href=""https://classes.usc.edu/term-20241/course/educ-629/"">EDUC 629</a></li><li class=""restriction""><strong>Restriction:</strong>  Registration open to the following class level(s): Doctoral Student</li><li class=""alert""><strong>Note:</strong> For Global Executive Ed.D. Students Only. </li></ul>"
EDUC,725,EDUC 725,Analyzing Organizational Change and Its Effectiveness,Designed to help leaders apply research about learning and motivation to the strengthening of organizational performance in organizations around the world.,,,False,,3,,,,"<ul class=""notes""></ul>"
EDUC,727,EDUC 727,Implementing Policy in Educational Systems,Effective policy-making. Human and financial resources to support implementation. Targeting resources to support implementation to attain policy goals. Prerequisite: EDUC 726. Open only to doctoral students.,,,False,,3,Prerequisite: EDUC 726,,,"<ul class=""notes""><li class=""prereq""><strong>Prerequisite:</strong> <a href=""https://classes.usc.edu/term-20241/course/educ-726/"">EDUC 726</a></li><li class=""restriction""><strong>Restriction:</strong>  Registration open to the following class level(s): Doctoral Student</li><li class=""alert""><strong>Note:</strong> For Global EdD Students Only . </li></ul>"
EDUC,729,EDUC 729,Assessing Policy Impact in Educational Settings,Theory and practice of educational policy evaluation. Limits of rationality and the political forces that shape policy. Preparation of an evaluation design. Prerequisite: EDUC 727. Open only to doctoral students.,,,False,,3,Prerequisite: EDUC 727,,,"<ul class=""notes""><li class=""prereq""><strong>Prerequisite:</strong> <a href=""https://classes.usc.edu/term-20241/course/educ-727/"">EDUC 727</a></li><li class=""restriction""><strong>Restriction:</strong>  Registration open to the following class level(s): Doctoral Student</li><li class=""alert""><strong>Note:</strong> For Global EdD Students Only </li></ul>"
EDUC,730,EDUC 730,Using Communication to Facilitate Organizational Change,"Addresses communication strategies that leaders use to facilitate positive change in their organization. Reinforces written, non-verbal, and verbal communication skills through leadership situations.",,,False,2.0-3.0 units,,,,,"<ul class=""notes""><li class=""restriction""><strong>Restriction:</strong>  Registration open to the following major(s): Organizational Change and Leadership</li><li class=""restriction""><strong>Restriction:</strong>  Registration open to the following school(s): Barbara J. and Roger W. Rossier School of Education</li></ul>"
EDUC,731,EDUC 731,Economics of Organizational Change and Learning Environments,"Leadership, problem solving, communication, research, reflection, and professional dispositions will concurrently expand. Candidates will acquire the knowledge and skills to identify and implement economic change.",,,False,,3,,,,"<ul class=""notes""></ul>"
EDUC,732,EDUC 732,Building Capacity for Organizational Change,Focuses on learning issues related to building organizational capacity for change through leadership and development of personnel within an organization.,,,False,,3,,,,"<ul class=""notes""></ul>"
EDUC,733,EDUC 733,Analyzing Data and Identifying Solutions,Designed to help students interpret study data and construct evidence-based solutions for real-time organizational problems of practice.,,,False,,3,Prerequisite: EDUC 631,,,"<ul class=""notes""><li class=""prereq""><strong>Prerequisite:</strong> <a href=""https://classes.usc.edu/term-20241/course/educ-631/"">EDUC 631</a></li><li class=""restriction""><strong>Restriction:</strong>  Registration open to the following school(s): Barbara J. and Roger W. Rossier School of Education</li><li class=""alert""><strong>Note:</strong> For Global EdD Students Only </li></ul>"
EDUC,764B,EDUC 764b,Dissertation in Practice,Credit on acceptance of Dissertation in Practice.,,,False,,1,Prerequisite: EDUC 764A,,,"<ul class=""notes""><li class=""prereq""><strong>Prerequisite:</strong> <a href=""https://classes.usc.edu/term-20241/course/educ-764A/"">EDUC 764A</a></li><li class=""restriction""><strong>Restriction:</strong>  Registration open to the following major(s): Global Executive, Organizational Change and Leadership</li><li class=""restriction""><strong>Restriction:</strong>  Registration open to the following class level(s): Doctoral Student</li><li class=""restriction""><strong>Restriction:</strong>  Registration open to the following school(s): Barbara J. and Roger W. Rossier School of Education</li><li class=""alert""><strong>Note:</strong> For Global EdD Student Only </li></ul>"
EDUC,764C,EDUC 764c,Dissertation in Practice,Credit on acceptance of Dissertation in Practice.,,,False,,1,Prerequisite: EDUC 764B,,,"<ul class=""notes""><li class=""prereq""><strong>Prerequisite:</strong> <a href=""https://classes.usc.edu/term-20241/course/educ-764B/"">EDUC 764B</a></li><li class=""restriction""><strong>Restriction:</strong>  Registration open to the following major(s): Global Executive, Organizational Change and Leadership</li><li class=""restriction""><strong>Restriction:</strong>  Registration open to the following class level(s): Doctoral Student</li><li class=""restriction""><strong>Restriction:</strong>  Registration open to the following school(s): Barbara J. and Roger W. Rossier School of Education</li><li class=""alert""><strong>Note:</strong> For Global EdD Students Only </li></ul>"
EDUC,764D,EDUC 764d,Dissertation in Practice,Credit on acceptance of Dissertation in Practice.,,,False,,1,Prerequisite: EDUC 764C,,,"<ul class=""notes""><li class=""prereq""><strong>Prerequisite:</strong> <a href=""https://classes.usc.edu/term-20241/course/educ-764C/"">EDUC 764C</a></li><li class=""restriction""><strong>Restriction:</strong>  Registration open to the following major(s): Global Executive, Organizational Change and Leadership</li><li class=""restriction""><strong>Restriction:</strong>  Registration open to the following class level(s): Doctoral Student</li><li class=""restriction""><strong>Restriction:</strong>  Registration open to the following school(s): Barbara J. and Roger W. Rossier School of Education</li></ul>"
EDUC,764Z,EDUC 764z,Dissertation in Practice,Credit on acceptance of Dissertation in Practice.,,,False,,0,Prerequisite: EDUC 764D,,,"<ul class=""notes""><li class=""prereq""><strong>Prerequisite:</strong> <a href=""https://classes.usc.edu/term-20241/course/educ-764D/"">EDUC 764D</a></li><li class=""restriction""><strong>Restriction:</strong>  Registration open to the following major(s): Global Executive, Organizational Change and Leadership</li><li class=""restriction""><strong>Restriction:</strong>  Registration open to the following class level(s): Doctoral Student</li><li class=""restriction""><strong>Restriction:</strong>  Registration open to the following school(s): Barbara J. and Roger W. Rossier School of Education</li></ul>"
EDUC,790,EDUC 790,Research,Research leading to the doctorate. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.,,,False,1.0-12.0 units,,,,,"<ul class=""notes""></ul>"
EDUC,791,EDUC 791,Proposal for Doctoral Dissertation,Preparation on initial dissertation proposal. Graded CR/NC.,,,False,,1,,,,"<ul class=""notes""></ul>"
EDUC,794A,EDUC 794a,Doctoral Dissertation,Credit on acceptance of dissertation. Graded IP/CR/NC.,,,False,,2,,,,"<ul class=""notes""></ul>"
EDUC,794B,EDUC 794b,Doctoral Dissertation,Credit on acceptance of dissertation. Graded IP/CR/NC.,,,False,,2,Prerequisite: EDUC 794A,,,"<ul class=""notes""><li class=""prereq""><strong>Prerequisite:</strong> <a href=""https://classes.usc.edu/term-20241/course/educ-794A/"">EDUC 794A</a></li></ul>"
EDUC,794C,EDUC 794c,Doctoral Dissertation,Credit on acceptance of dissertation. Graded IP/CR/NC.,,,False,,2,Prerequisite: EDUC 794B,,,"<ul class=""notes""><li class=""prereq""><strong>Prerequisite:</strong> <a href=""https://classes.usc.edu/term-20241/course/educ-794B/"">EDUC 794B</a></li></ul>"
EDUC,794D,EDUC 794d,Doctoral Dissertation,Credit on acceptance of dissertation. Graded IP/CR/NC.,,,False,,2,Prerequisite: EDUC 794C,,,"<ul class=""notes""><li class=""prereq""><strong>Prerequisite:</strong> <a href=""https://classes.usc.edu/term-20241/course/educ-794C/"">EDUC 794C</a></li></ul>"
EDUC,794Z,EDUC 794z,Doctoral Dissertation,Credit on acceptance of dissertation. Graded IP/CR/NC.,,,False,,0,Prerequisite: EDUC 794D,,,"<ul class=""notes""><li class=""prereq""><strong>Prerequisite:</strong> <a href=""https://classes.usc.edu/term-20241/course/educ-794D/"">EDUC 794D</a></li></ul>"
EDUE,560,EDUE 560,Identity and Diversity,"Explore the historical and contemporary foundations of hierarchies and relationships of power, sociocultural diversity of experiences and sociopolitical resistance within higher education.",,,False,,3,,,,"<ul class=""notes""><li class=""restriction""><strong>Restriction:</strong>  Registration open to the following major(s): Postsecondary Administration and Student Affairs</li><li class=""restriction""><strong>Restriction:</strong>  Registration open to the following school(s): Barbara J. and Roger W. Rossier School of Education</li></ul>"
EDUE,571,EDUE 571,Research Methods and Applied Educational Ethnography,"Explore the use of quantitative, qualitative and mixed methods research to explore problems/opportunities of practice in higher education.",,,False,,3,,,,"<ul class=""notes""><li class=""restriction""><strong>Restriction:</strong>  Registration open to the following major(s): Postsecondary Administration and Student Affairs</li><li class=""restriction""><strong>Restriction:</strong>  Registration open to the following school(s): Barbara J. and Roger W. Rossier School of Education</li></ul>"
EDUE,702,EDUE 702,Foundations in Learning,"Supports the development of critically conscious leaders who facilitate learning in urban contexts by understanding how culture, identity and power influence learners opportunities to learn.",,,False,,3,Prerequisite: EDUE 700 and EDUE 701,,,"<ul class=""notes""><li class=""prereq""><strong>Prerequisite:</strong> <a href=""https://classes.usc.edu/term-20241/course/edue-700/"">EDUE 700</a> and <a href=""https://classes.usc.edu/term-20241/course/edue-701/"">EDUE 701</a></li></ul>"
EDUE,703,EDUE 703,"Power, Diversity and Equity","Explores power, diversity and equity through the social, historical, and political lenses as these constructs shape and impact education (P-20) research, policy and professional practice.",,,False,,3,Prerequisite: EDUE 700,,,"<ul class=""notes""><li class=""prereq""><strong>Prerequisite:</strong> <a href=""https://classes.usc.edu/term-20241/course/edue-700/"">EDUE 700</a></li><li class=""alert""><strong>Note:</strong> EDL Online </li></ul>"
EDUE,710,EDUE 710,Designing Educational Organizations for Equity,Introduction to organizational theory and design with emphasis on building and leading organizations based on the principles of equity and social justice.,,,False,,3,Prerequisite: EDUE 700 and EDUE 701 and EDUE 702 and EDUE 703 and EDUE 704,,,"<ul class=""notes""><li class=""prereq""><strong>Prerequisite:</strong> <a href=""https://classes.usc.edu/term-20241/course/edue-700/"">EDUE 700</a> and <a href=""https://classes.usc.edu/term-20241/course/edue-701/"">EDUE 701</a> and <a href=""https://classes.usc.edu/term-20241/course/edue-702/"">EDUE 702</a> and <a href=""https://classes.usc.edu/term-20241/course/edue-703/"">EDUE 703</a> and <a href=""https://classes.usc.edu/term-20241/course/edue-704/"">EDUE 704</a></li><li class=""restriction""><strong>Restriction:</strong>  Registration open to the following major(s): Educational Leadership</li><li class=""restriction""><strong>Restriction:</strong>  Registration open to the following school(s): Barbara J. and Roger W. Rossier School of Education</li></ul>"
EDUE,727,EDUE 727,Research Methods 2,"Building on Research Methods 1, students learn to implement a research design by conducting pilot studies to answer quantitative and qualitative research questions.",,,False,,3,Prerequisite: EDUE 726,Corequisite: EDUE 780A,,"<ul class=""notes""><li class=""prereq""><strong>Prerequisite:</strong> <a href=""https://classes.usc.edu/term-20241/course/edue-726/"">EDUE 726</a></li><li class=""coreq""><strong>Corequisite:</strong> <a href=""https://classes.usc.edu/term-20241/course/edue-780A/"">EDUE 780A</a></li><li class=""alert""><strong>Note:</strong> EDL Online </li></ul>"
EDUE,780A,EDUE 780a,Dissertation in Practice,"Supports students to prepare a literature review, overview of methodology and other contextual writing for their dissertations in practice and prepare for the qualifying exam.",,,False,,3,Prerequisite: EDUE 726,Corequisite: EDUE 727,,"<ul class=""notes""><li class=""prereq""><strong>Prerequisite:</strong> <a href=""https://classes.usc.edu/term-20241/course/edue-726/"">EDUE 726</a></li><li class=""coreq""><strong>Corequisite:</strong> <a href=""https://classes.usc.edu/term-20241/course/edue-727/"">EDUE 727</a></li></ul>"
EDUE,780B,EDUE 780b,Dissertation in Practice,"Builds on EDUE 780a as students finalize their literature reviews, overview of methodology and other contextual writing for the dissertation in practice and qualifying exam.",,,False,,2,Prerequisite: EDUE 726 and EDUE 727 and EDUE 780A,,,"<ul class=""notes""><li class=""prereq""><strong>Prerequisite:</strong> <a href=""https://classes.usc.edu/term-20241/course/edue-726/"">EDUE 726</a> and <a href=""https://classes.usc.edu/term-20241/course/edue-727/"">EDUE 727</a> and <a href=""https://classes.usc.edu/term-20241/course/edue-780A/"">EDUE 780A</a></li></ul>"
EDUE,784A,EDUE 784a,"Dissertation in Practice, Data Analysis",Builds students' knowledge and skills for analyzing quantitative and qualitative data and reporting results and findings for their Dissertations in Practice.,,,False,1.0-2.0 units,,Prerequisite: EDUE 726 and EDUE 727 and EDUE 780A,,,"<ul class=""notes""><li class=""prereq""><strong>Prerequisite:</strong> <a href=""https://classes.usc.edu/term-20241/course/edue-726/"">EDUE 726</a> and <a href=""https://classes.usc.edu/term-20241/course/edue-727/"">EDUE 727</a> and <a href=""https://classes.usc.edu/term-20241/course/edue-780A/"">EDUE 780A</a></li></ul>"
EDUE,784B,EDUE 784b,"Dissertation in Practice, Data Analysis",Builds students' knowledge and skills for analyzing quantitative and qualitative data and reporting results and findings for their Dissertations in Practice.,,,False,1.0-2.0 units,,Prerequisite: EDUE 780A and EDUE 780B and EDUE 784A,,,"<ul class=""notes""><li class=""prereq""><strong>Prerequisite:</strong> <a href=""https://classes.usc.edu/term-20241/course/edue-780A/"">EDUE 780A</a> and <a href=""https://classes.usc.edu/term-20241/course/edue-780B/"">EDUE 780B</a> and <a href=""https://classes.usc.edu/term-20241/course/edue-784A/"">EDUE 784A</a></li></ul>"
EDUE,784C,EDUE 784c,"Dissertation in Practice, Data Analysis",Builds students knowledge and skills for analyzing quantitative and qualitative data and reporting results and findings for their Dissertations in Practice.,,,False,2.0-1.0 units,,Prerequisite: EDUE 780A and EDUE 780B and EDUE 784B,,,"<ul class=""notes""><li class=""prereq""><strong>Prerequisite:</strong> <a href=""https://classes.usc.edu/term-20241/course/edue-780A/"">EDUE 780A</a> and <a href=""https://classes.usc.edu/term-20241/course/edue-780B/"">EDUE 780B</a> and <a href=""https://classes.usc.edu/term-20241/course/edue-784B/"">EDUE 784B</a></li></ul>"
EDUE,784D,EDUE 784d,"Dissertation in Practice, Data Analysis",Builds students knowledge and skills for analyzing quantitative and qualitative data and reporting results and findings for their Dissertations in Practice.,,,False,2.0-1.0 units,,Prerequisite: EDUE 780A and EDUE 780B and EDUE 784C,,,"<ul class=""notes""><li class=""prereq""><strong>Prerequisite:</strong> <a href=""https://classes.usc.edu/term-20241/course/edue-780A/"">EDUE 780A</a> and <a href=""https://classes.usc.edu/term-20241/course/edue-780B/"">EDUE 780B</a> and <a href=""https://classes.usc.edu/term-20241/course/edue-784C/"">EDUE 784C</a></li></ul>"
EDUE,784Z,EDUE 784z,"Dissertation in Practice, Data Analysis",Builds students knowledge and skills for analyzing quantitative and qualitative data and reporting results and findings for their Dissertations in Practice.,,,False,,0,Prerequisite: EDUE 780A and EDUE 780B and EDUE 784D,,,"<ul class=""notes""><li class=""prereq""><strong>Prerequisite:</strong> <a href=""https://classes.usc.edu/term-20241/course/edue-780A/"">EDUE 780A</a> and <a href=""https://classes.usc.edu/term-20241/course/edue-780B/"">EDUE 780B</a> and <a href=""https://classes.usc.edu/term-20241/course/edue-784D/"">EDUE 784D</a></li></ul>"
AME,261,AME 261,Basic Flight Mechanics,"Performance of flight vehicles; maximum speed, rate-of-climb, range, and endurance; basic stability and control, weight, and balance; computer exercises.",,,False,,4,,,,"<ul class=""notes""><li class=""alert""><strong>Note:</strong> Register for lecture and discussion </li></ul>"
AME,291,AME 291,Undergraduate Design Projects I,"Analysis, design, fabrication, and evaluation of devices intended for entry in local and national design competitions. Intended for lower division students or those with little prior project experience. Graded CR/NC.",,,False,"1.0 units, max 4",,,,,"<ul class=""notes""></ul>"
AME,301,AME 301,Dynamics,"Reference frames and coordinate systems; relationships between forces, moments, power, linear/angular momentum, and energy for particles and rigid bodies; particle and rigid body systems.",,,False,3.0-4.0 units,,Prerequisite: AME 201,Corequisite: MATH 245,,"<ul class=""notes""><li class=""prereq""><strong>Prerequisite:</strong> <a href=""https://classes.usc.edu/term-20241/course/ame-201/"">AME 201</a></li><li class=""coreq""><strong>Corequisite:</strong> <a href=""https://classes.usc.edu/term-20241/course/math-245/"">MATH 245</a></li></ul>"
AME,302,AME 302,Dynamic Systems,Modeling of lumped parameter elements and systems; free and forced response of first and second order systems; design oriented approach to dynamic systems.,,,False,,3,Prerequisite: MATH 245,,,"<ul class=""notes""><li class=""prereq""><strong>Prerequisite:</strong> <a href=""https://classes.usc.edu/term-20241/course/math-245/"">MATH 245</a></li></ul>"
AME,303,AME 303,Dynamics of Machinery,Kinematics and dynamics of machines; balancing of rotating and reciprocating machinery; gyroscopic effects; critical speeds; energy variation in machinery; introduction to mechanism design. Prerequisite: AME-301 or CE-235.,,,False,,3,Prerequisite: (AME 301 or CE 235),,,"<ul class=""notes""><li class=""prereq""><strong>Prerequisite:</strong> 1 from (<a href=""https://classes.usc.edu/term-20241/course/ame-301/"">AME 301</a> or <a href=""https://classes.usc.edu/term-20241/course/ce-235/"">CE 235</a>)</li></ul>"
AME,308,AME 308,Computer-Aided Engineering,Introduction to the finite element method; practical application of computer analysis tools for structural analysis and design.,,,False,3.0-4.0 units,,Prerequisite: AME 204,Corequisite: AME 301,,"<ul class=""notes""><li class=""prereq""><strong>Prerequisite:</strong> <a href=""https://classes.usc.edu/term-20241/course/ame-204/"">AME 204</a></li><li class=""coreq""><strong>Corequisite:</strong> <a href=""https://classes.usc.edu/term-20241/course/ame-301/"">AME 301</a></li></ul>"
AME,309,AME 309,Dynamics of Fluids,"Fluid statics; conservation of mass, momentum, and energy in integral and differential form; applications. Laminar and turbulent pipe flow; compressible flow; potential flow over bodies.",,,False,,4,Prerequisite: AME 201,Corequisite: MATH 245,,"<ul class=""notes""><li class=""prereq""><strong>Prerequisite:</strong> <a href=""https://classes.usc.edu/term-20241/course/ame-201/"">AME 201</a></li><li class=""coreq""><strong>Corequisite:</strong> <a href=""https://classes.usc.edu/term-20241/course/math-245/"">MATH 245</a></li></ul>"
AME,310,AME 310,Engineering Thermodynamics I,"Fundamental laws of thermodynamics applied to actual and perfect gases and vapors; energy concepts, processes and applications; energy, entropy and exergy analysis; power and refrigeration systems.",,,False,3.0-4.0 units,,Prerequisite: PHYS 151 and (MATH 125 or MATH 126 or MATH 129 or MATH 226 or MATH 229),,,"<ul class=""notes""><li class=""prereq""><strong>Prerequisite:</strong> <a href=""https://classes.usc.edu/term-20241/course/phys-151/"">PHYS 151</a> and 1 from (<a href=""https://classes.usc.edu/term-20241/course/math-125/"">MATH 125</a> or <a href=""https://classes.usc.edu/term-20241/course/math-126/"">MATH 126</a> or <a href=""https://classes.usc.edu/term-20241/course/math-129/"">MATH 129</a> or <a href=""https://classes.usc.edu/term-20241/course/math-226/"">MATH 226</a> or <a href=""https://classes.usc.edu/term-20241/course/math-229/"">MATH 229</a>)</li></ul>"
AME,341B,AME 341bL,Measurement and Instrumentation Laboratory,"Coordinated laboratory and lecture sequence on aeromechanical instrumentation, test and measurement, integration of mechanical, optical and electronic components and technical communication.",,,False,3.0-4.0 units,,Prerequisite: AME 341A,,,"<ul class=""notes""><li class=""prereq""><strong>Prerequisite:</strong> <a href=""https://classes.usc.edu/term-20241/course/ame-341A/"">AME 341A</a></li><li class=""alert""><strong>Note:</strong> Register for one lecture and one lab </li></ul>"
AME,403,AME 403,Stress Analysis,"Theories of failure, shear center, unsymmetrical bending, curved beams, torsion of non-circular sections; cylinders, rotating discs, thermal stresses, inelastic strains, energy methods.",,,False,,3,Prerequisite: AME 204,,,"<ul class=""notes""><li class=""prereq""><strong>Prerequisite:</strong> <a href=""https://classes.usc.edu/term-20241/course/ame-204/"">AME 204</a></li></ul>"
AME,405,AME 405,Functional Approach to Computational Methods,"Introduction to computational methods in engineering: learning to develop and implement numerical algorithms for solving a range of mathematics, physics, and engineering problems. Suitable for undergraduate students in aerospace, bio, civil and mechanical engineering.",,,False,,3,,,,"<ul class=""notes""></ul>"
AME,408,AME 408,Computer-Aided Design of Mechanical Systems,"Design of mechanical systems using advanced graphics techniques; computer-aided drafting, design optimization, elements of computer graphics, solids modeling; introduction to computer-aided manufacturing. Prerequisite: AME 204 or CE 225. Recommended preparation: AME 308.",,,False,,3,Prerequisite: (AME 204 or CE 225),,,"<ul class=""notes""><li class=""prereq""><strong>Prerequisite:</strong> 1 from (<a href=""https://classes.usc.edu/term-20241/course/ame-204/"">AME 204</a> or <a href=""https://classes.usc.edu/term-20241/course/ce-225/"">CE 225</a>)</li></ul>"
AME,409,AME 409,Senior Design Project,"Modelling, analysis, integration, layout and performance analysis of a mechanical system to meet the specified design requirements.",,,False,,4,,,,"<ul class=""notes""><li class=""restriction""><strong>Restriction:</strong>  Registration open to the following class level(s): Senior</li></ul>"
AME,416,AME 416,Mechanics and Transport in Medicine and Biology,Introduction to mechanics of living organs; analysis of fluid and solid forces acting on biological systems; introductory hemodynamics and bio-transport phenomena.,,,False,,4,,,,"<ul class=""notes""><li class=""alert""><strong>Note:</strong> Recommended Preparation: Fundamental Physics, Statics, and Differential Equations </li></ul>"
AME,420,AME 420,Engineering Vibrations I,Theory of free and forced vibrations with and without damping; systems of single and multiple degrees of freedom; iteration; methods; vibration isolation; instrumentation.,,,False,,3,Prerequisite: MATH 245,,,"<ul class=""notes""><li class=""prereq""><strong>Prerequisite:</strong> <a href=""https://classes.usc.edu/term-20241/course/math-245/"">MATH 245</a></li></ul>"
AME,441A,AME 441aL,Senior Projects Laboratory,"Team engineering design project to model, construct and test a physical principle or system. Complete industrial research project including proposal, design review, presentation, technical report.",,,False,3.0-4.0 units,,Prerequisite: AME 341A and AME 341B,,,"<ul class=""notes""><li class=""prereq""><strong>Prerequisite:</strong> <a href=""https://classes.usc.edu/term-20241/course/ame-341A/"">AME 341A</a> and <a href=""https://classes.usc.edu/term-20241/course/ame-341B/"">AME 341B</a></li></ul>"
AME,441B,AME 441bL,Senior Projects Laboratory,Individual engineering projects designed and constructed to modeland test a physical principle or system.,,,False,,3,Prerequisite: AME 441a,,,"<ul class=""notes""><li class=""prereq""><strong>Prerequisite:</strong> <a href=""https://classes.usc.edu/term-20241/course/ame-441a/"">AME 441a</a></li><li class=""alert""><strong>Note:</strong> Register for lecture and lab </li></ul>"
AME,443,AME 443,Control Systems Laboratory,"Vibration measurement and analysis; simulation, design, and experimental verification of mechanical control systems; system identification; implementation of controllers; performance evaluation via experimentation and stimulation.",,,False,,3,Prerequisite: (AME 420 or AME 451 or EE 482),,,"<ul class=""notes""><li class=""prereq""><strong>Prerequisite:</strong> 1 from (<a href=""https://classes.usc.edu/term-20241/course/ame-420/"">AME 420</a> or <a href=""https://classes.usc.edu/term-20241/course/ame-451/"">AME 451</a> or <a href=""https://classes.usc.edu/term-20241/course/ee-482/"">EE 482</a>)</li><li class=""alert""><strong>Note:</strong> Register for lecture and one lab </li></ul>"
AME,451,AME 451,Linear Control Systems I,"Transform methods, block diagrams; transfer functions; stability; root-locus and frequency domain analysis and design; application to flight control, state space and multiloop systems.",,,False,3.0-4.0 units,,Prerequisite: AME 302,,,"<ul class=""notes""><li class=""prereq""><strong>Prerequisite:</strong> <a href=""https://classes.usc.edu/term-20241/course/ame-302/"">AME 302</a></li></ul>"
AME,460,AME 460,Aerodynamic Theory,Basic relations describing the inviscid flow field about bodies and wings moving at subsonic and supersonic speeds.,,,False,,3,Prerequisite: AME 309,,,"<ul class=""notes""><li class=""prereq""><strong>Prerequisite:</strong> <a href=""https://classes.usc.edu/term-20241/course/ame-309/"">AME 309</a></li></ul>"
AME,486,AME 486,Mechanics of Composite Materials for Modern Structures,"Current and potential applications of composite materials including manufacturing methods; determining mechanical properties; failure analysis; and design, inspection, and repair considerations.",,,False,,3,Prerequisite: AME 204,,,"<ul class=""notes""><li class=""prereq""><strong>Prerequisite:</strong> <a href=""https://classes.usc.edu/term-20241/course/ame-204/"">AME 204</a></li><li class=""alert""><strong>Note:</strong> . Current and potential applications of composite materials including manufacturing methods; determining mechanical properties; failure analysis; and design, inspection, and repair considerations. </li></ul>"
AME,490,AME 490x,Directed Research,Individual research and readings. Not available for graduate credit.,,,False,"1.0-8.0 units, max 12",,,,,"<ul class=""notes""><li class=""restriction""><strong>Restriction:</strong>  Registration open to the following class level(s): Junior, Senior</li></ul>"
AME,491,AME 491,Undergraduate Design Projects II,"Analysis, design, fabrication, and evaluation of devices intended for entry in local and national design competitions. Intended for students with prior project experience. Upper division standing. Graded CR/NC.",,,False,"1.0 units, max 4",,,,,"<ul class=""notes""><li class=""restriction""><strong>Restriction:</strong>  Registration open to the following class level(s): Junior, Senior</li></ul>"
AME,501,AME 501,Innovative Conceptual Design for New Product Development,"A logic-based framework for conceptual design, including systematic concept generation and improvement, in innovative product developments.",,,False,,4,,,ISE-501,"<ul class=""notes""><li class=""crosslist""><strong>Crosslist:</strong> This course is offered by the <a href=""https://classes.usc.edu/term-20241/classes/ise/"">ISE</a> department but may qualify for major credit in <a href=""https://classes.usc.edu/term-20241/classes/ame/"">AME</a>. To register, enroll in <a href=""https://classes.usc.edu/term-20241/course/ise-501/"">ISE 501</a>.</li></ul>"
AME,503,AME 503,Advanced Mechanical Design,Specific problems and methods of analysis in mechanical systems design.,,,False,,3,,,,"<ul class=""notes""></ul>"
AME,504,AME 504,Mechatronics Systems Engineering,"Use of mechanical, electrical and computer engineering, math and computer science to design of high performance and sophisticated products and processes and systems involving mechatronics.",,,False,,4,,,,"<ul class=""notes""></ul>"
AME,511,AME 511,Compressible Gas Dynamics,"Compressible flow equations; Rayleigh/Fanno flows; shock/expansion waves and interactions; potential flow, small disturbance theory and similarity; hypersonics; viscosity, high-temperature and radiation effects.",,,False,,4,,,,"<ul class=""notes""></ul>"
AME,528,AME 528,Finite Element Analysis,Basic concepts; variational methods; isoparametric formulation; plane stress; plane strain; axisymmetric structures; plates and shells; structural dynamics; stability and buckling; computer applications; nonlinear analysis.,,,False,,4,,,CE-529,"<ul class=""notes""><li class=""crosslist""><strong>Crosslist:</strong> This course is offered by the <a href=""https://classes.usc.edu/term-20241/classes/ce/"">CE</a> department but may qualify for major credit in <a href=""https://classes.usc.edu/term-20241/classes/ame/"">AME</a>. To register, enroll in <a href=""https://classes.usc.edu/term-20241/course/ce-529/"">CE 529</a>.</li></ul>"
