CRS_ID,DEP_ID,CRS_NUM,CRS_CODE,CRS_NAME,CRS_DESC,CRS_GEAF,CRS_GEGH,CRS_DCOREL,CRS_UNITSTR,CRS_UNITS,CRS_PREREQ,CRS_COREQ,CRS_CROSS,CRS_NOTE,CRS_STARTTERM,CRS_ENDTERM
DSO-522,DSO,522,DSO 522,Applied Time Series Analysis for Forecasting,"Survey of forecasting and time series methods. Models for stationary and nonstationary time series; ARIMA model identification, estimation, and forecast development. Seasonal and dynamic models. Recommended preparation: (GSBA 506a and GSBA 506b) or GSBA 516 or GSBA 524 or GSBA 545.",,,False,1.5-3.0 units,,,,,"{'restriction': ['Restriction:Registration open to the following major(s): Accounting, Business Administration/East Asian Area Studies, Business Administration/Industrial & Systems Engineering, Business Administration/Jewish Nonprofit Management, Business Administration/Pharmacy, Business Administration/Urban Planning, Business Administration/Real Estate Development, Business Administration/Systems Architecting and Engineering, Business Administration/Social Work, Business Research, Business Taxation, Business Analytics, Gerontology/Business Administration, Business Administration, Global Supply Chain Management, Juris Doctor/Business Administration, Law/Business Taxation, Medicine/Business Administration, Marketing, Marketing (Marketing Analytics), Optimization and Supply Chain Management, Public Health/Social Entrepreneurship, Social Entrepreneurship, Accounting (Data and Analytics)', 'Restriction:Registration open to the following class level(s): Doctoral Student, Master Student']}",,
DSO-528,DSO,528,DSO 528,Blended Data Business Analytics for Efficient Decisions,"Build Analytical Models for Classification, Clustering and Association Problems. Leverage third party ""Big Data"" for enriching and monetizing data. Develop data mining and business analysis.",,,False,,3,,,,"{'restriction': ['Restriction:Registration open to the following major(s): Accounting, Accounting (Data and Analytics), Business Administration/East Asian Area Studies, Business Administration/Industrial & Systems Engineering, Business Administration/Jewish Nonprofit Management, Business Administration/Pharmacy, Business Administration/Urban Planning, Business Administration/Real Estate Development, Business Administration/Systems Architecting and Engineering, Business Administration/Social Work, Business Research, Business Taxation, Business Analytics, Finance, Gerontology/Business Administration, Business Administration, Global Supply Chain Management, Juris Doctor/Business Administration, Law/Business Taxation, Medicine/Business Administration, Marketing, Marketing (Marketing Analytics), Public Health/Social Entrepreneurship, Social Entrepreneurship', 'Restriction:Registration open to the following class level(s): Doctoral Student, Master Student']}",,
DSO-529,DSO,529,DSO 529,Advanced Regression Analysis,"Computer-assisted analysis of business data; advanced multiple regression analysis, survey analysis, ANOVA testing for Marketing-type applications and Times Series Analysis methods will be covered.",,,False,,3,(GSBA 506B or GSBA 516 or GSBA 524 or GSBA 545),,,{'prereq': ['Prerequisite:1 from (GSBA 506BorGSBA 516orGSBA 524orGSBA 545)']},,
DSO-545,DSO,545,DSO 545,Statistical Computing and Data Visualization,"Data cleaning and reshaping; good vs. bad graphics; univariate, bivariate, trivariate, hypervariate and time series graphics; interactive graphics; web-related computing.",,,False,1.5-3.0 units,,,,,"{'restriction': ['Restriction:Registration open to the following major(s): Accounting, Accounting (Data and Analytics), Business Administration/East Asian Area Studies, Business Administration/Industrial & Systems Engineering, Business Administration/Jewish Nonprofit Management, Business Administration/Pharmacy, Business Administration/Urban Planning, Business Administration/Real Estate Development, Business Administration/Systems Architecting and Engineering, Business Administration/Social Work, Business Research, Business Taxation, Business Analytics, Finance, Gerontology/Business Administration, Business Administration, Global Supply Chain Management, Juris Doctor/Business Administration, Law/Business Taxation, Medicine/Business Administration, Marketing, Marketing (Marketing Analytics), Product Management, Public Health/Social Entrepreneurship, Social Entrepreneurship', 'Restriction:Registration open to the following class level(s): Doctoral Student, Master Student']}",,
DSO-547,DSO,547,DSO 547,Spreadsheet Modeling for Business Insights,"Application of decision analysis, simulation and optimization techniques to managerial problems. Learn how to create and present useful spreadsheet models to analyze practical business models.",,,False,,3,,,,"{'restriction': ['Restriction:Registration open to the following major(s): Accounting, Accounting (Data and Analytics), Business Administration/East Asian Area Studies, Business Administration/Industrial & Systems Engineering, Business Administration/Jewish Nonprofit Management, Business Administration/Urban Planning, Business Administration/Pharmacy, Business Administration/Real Estate Development, Business Administration/Systems Architecting and Engineering, Business Administration/Social Work, Business Research, Business Taxation, Business Analytics, Entrepreneurship and Innovation, Gerontology/Business Administration, Business Administration, Global Supply Chain Management, Juris Doctor/Business Administration, Law/Business Taxation, Medicine/Business Administration, Marketing, Marketing (Marketing Analytics), Optimization and Supply Chain Management, Product Management, Public Health/Social Entrepreneurship, Social Entrepreneurship', 'Restriction:Registration open to the following class level(s): Doctoral Student, Master Student'], 'alert': ['Note:Section 16254 and 16255 are core classes for 1st year MS Global Supply Chain Students only. Section 16256 is for MBAs and other graduate students.']}",,
DSO-550,DSO,550,DSO 550,Applying Analytics to Human Capital in Business,"Human capital measurement and metrics, predictive analytics tools and methods, reporting standards and core analytic study methods with advanced visualization and storytelling.",,,False,,1,,,,"{'restriction': ['Restriction:Registration open to the following major(s): Accounting, Business Administration/East Asian Area Studies, Business Administration/Industrial & Systems Engineering, Business Administration/Jewish Nonprofit Management, Business Administration/Pharmacy, Business Administration/Urban Planning, Business Administration/Real Estate Development, Business Administration/Systems Architecting and Engineering, Business Administration/Social Work, Business Research, Business Taxation, Business Analytics, Gerontology/Business Administration, Business Administration, Global Supply Chain Management, Juris Doctor/Business Administration, Law/Business Taxation, Medicine/Business Administration, Marketing, Marketing (Marketing Analytics), Public Health/Social Entrepreneurship, Social Entrepreneurship', 'Restriction:Registration open to the following class level(s): Doctoral Student, Master Student']}",,
DSO-551,DSO,551,DSO 551,Digital Transformation in the Global Enterprise,Leveraging large enterprise system applications for strategic value; managing organizational transformation of global enterprises through digital business platforms; coping with disruptive technologies.,,,False,,3,,,,"{'restriction': ['Restriction:Registration open to the following major(s): Accounting, Business Administration/East Asian Area Studies, Business Administration/Industrial & Systems Engineering, Business Administration/Jewish Nonprofit Management, Business Administration/Pharmacy, Business Administration/Urban Planning, Business Administration/Real Estate Development, Business Administration/Systems Architecting and Engineering, Business Administration/Social Work, Business Research, Business Taxation, Business Analytics, Gerontology/Business Administration, Business Administration, Global Supply Chain Management, Juris Doctor/Business Administration, Law/Business Taxation, Medicine/Business Administration, Marketing, Marketing (Marketing Analytics), Product Management, Public Health/Social Entrepreneurship, Social Entrepreneurship', 'Restriction:Registration open to the following class level(s): Doctoral Student, Master Student']}",,
DSO-552,DSO,552,DSO 552,SQL Databases for Business Analysts,SQL; relational database systems; data storage; data manipulation; data aggregation.,,,False,1.5-3.0 units,,,,,"{'restriction': ['Restriction:Registration open to the following major(s): Accounting, Business Administration/East Asian Area Studies, Business Administration/Industrial & Systems Engineering, Business Administration/Jewish Nonprofit Management, Business Administration/Pharmacy, Business Administration/Urban Planning, Business Administration/Real Estate Development, Business Administration/Systems Architecting and Engineering, Business Administration/Social Work, Business Research, Business Taxation, Business Analytics, Gerontology/Business Administration, Business Administration, Global Supply Chain Management, Juris Doctor/Business Administration, Law/Business Taxation, Medicine/Business Administration, Marketing, Marketing (Marketing Analytics), Product Management, Public Health/Social Entrepreneurship, Social Entrepreneurship', 'Restriction:Registration open to the following class level(s): Doctoral Student, Master Student'], 'alert': ['Note:Section 16266 is for MBAs and other graduate students. Sections 16267, 16268, 16269, and 16270 are for 1st year MS Business Analytics students only.']}",,
DSO-556,DSO,556,DSO 556,Business Models for Digital Platforms,Managing Business models in digital platform ecosystems; designing new products and services for digital platforms; establishing digital platform leadership; assessing emerging niches in digital spaces.,,,False,,3,,,,"{'restriction': ['Restriction:Registration open to the following major(s): Accounting, Business Administration/East Asian Area Studies, Business Administration/Industrial & Systems Engineering, Business Administration/Jewish Nonprofit Management, Business Administration/Pharmacy, Business Administration/Urban Planning, Business Administration/Real Estate Development, Business Administration/Systems Architecting and Engineering, Business Administration/Social Work, Business Research, Business Taxation, Business Analytics, Gerontology/Business Administration, Business Administration, Global Supply Chain Management, Juris Doctor/Business Administration, Law/Business Taxation, Medicine/Business Administration, Marketing, Marketing (Marketing Analytics), Product Management, Public Health/Social Entrepreneurship, Social Entrepreneurship', 'Restriction:Registration open to the following class level(s): Doctoral Student, Graduate Visitor, Master Student']}",,
DSO-557A,DSO,557A,DSO 557a,Global Supply Chain Management in International Settings,"Study of global logistics infrastructures - water, rail, road, and air - through readings, team research and presentation, international site visits, and final written report. Open only to Global Supply Chain Management majors. Duplicates credit in former IOM 557a.",,,False,,1,,,,"{'restriction': ['Restriction:Registration open to the following major(s): Global Supply Chain Management'], 'alert': ['Note:Sections 16285, 16286, and 16287 are for 1st year MS Global Supply Chain students only. This course travels to Vietnam 10/5-10/12/2025.']}",,
DSO-557B,DSO,557B,DSO 557b,Global Supply Chain Management in International Settings,"The influence of value-added services and regulatory issues on suppliers and supply chains. Readings, team research and presentation, site visits (LA), and final written report. Open only to Global Supply Chain Management majors. Duplicates credit in former IOM 557b.",,,False,,1,(DSO 557a or IOM 557a),,,"{'prereq': ['Prerequisite:1 from (DSO 557aorIOM 557a)'], 'restriction': ['Restriction:Registration open to the following major(s): Global Supply Chain Management'], 'alert': ['Note:Sections 16291, 16292, and 16293 are for 2nd year MS Global Supply Chain students only. This course has a one week in-person LA Experiential trip 12/1-12/5/2025.']}",,
DSO-560,DSO,560,DSO 560,Text Analytics and Natural Language Processing,"Acquire, analyze, visualize and perform natural language processing (NLP) on text data. Apply Python, machine learning packages, statistical methodology and computer code to business decision-making.",,,False,,1,(DSO 559 or DSO 576 or DSO 577),Corequisite: DSO 530,,"{'prereq': ['Prerequisite:1 from (DSO 559orDSO 576orDSO 577)'], 'coreq': ['Corequisite:DSO 530']}",,
DSO-564,DSO,564,DSO 564,Generative AI & Automation,"Analysis of digital transformation, industrial economics and digitization research. How companies use AI and automation technologies. Transformation of Generative AI on economy, society and business.",,,False,,3,,,,"{'restriction': ['Restriction:Registration open to the following major(s): Accounting, Business Administration/East Asian Area Studies, Business Administration/Industrial & Systems Engineering, Business Administration/Jewish Nonprofit Management, Business Administration/Pharmacy, Business Administration/Urban Planning, Business Administration/Real Estate Development, Business Administration/Systems Architecting and Engineering, Business Administration/Social Work, Business Research, Business Taxation, Business Analytics, Gerontology/Business Administration, Business Administration, Global Supply Chain Management, Juris Doctor/Business Administration, Law/Business Taxation, Medicine/Business Administration, Marketing, Marketing (Marketing Analytics), Public Health/Social Entrepreneurship, Social Entrepreneurship', 'Restriction:Registration open to the following class level(s): Doctoral Student, Master Student']}",,
DSO-567,DSO,567,DSO 567,Data Analytics for the Games Industry,"Solve analytical problems for strategic game business improvement. Utilize product understanding, consumer behavior and analytical abstraction of player experiences to build and launch games. Recommended preparation: DSO 510 or DSO 530 or DSO 545 or DSO 547 or DSO 559.",,,False,,1,,,,"{'restriction': ['Restriction:Registration open to the following major(s): Accounting, Business Administration/East Asian Area Studies, Business Administration/Industrial & Systems Engineering, Business Administration/Jewish Nonprofit Management, Business Administration/Pharmacy, Business Administration/Urban Planning, Business Administration/Real Estate Development, Business Administration/Systems Architecting and Engineering, Business Administration/Social Work, Business Research, Business Taxation, Business Analytics, Gerontology/Business Administration, Business Administration, Global Supply Chain Management, Juris Doctor/Business Administration, Law/Business Taxation, Medicine/Business Administration, Marketing, Marketing (Marketing Analytics), Public Health/Social Entrepreneurship, Social Entrepreneurship', 'Restriction:Registration open to the following class level(s): Doctoral Student, Master Student']}",,
DSO-568,DSO,568,DSO 568,Healthcare Analytics,"Healthcare analytics challenges, opportunities, real vs. speculation vs. hype. Hands-on analysis of healthcare data. Presentation of actionable business strategy insights and recommendations.",,,False,,1,,,,"{'restriction': ['Restriction:Registration open to the following major(s): Accounting, Business Administration/East Asian Area Studies, Business Administration/Industrial & Systems Engineering, Business Administration/Jewish Nonprofit Management, Business Administration/Pharmacy, Business Administration/Urban Planning, Business Administration/Real Estate Development, Business Administration/Systems Architecting and Engineering, Business Administration/Social Work, Business Research, Business Taxation, Business Analytics, Gerontology/Business Administration, Business Administration, Global Supply Chain Management, Juris Doctor/Business Administration, Law/Business Taxation, Medicine/Business Administration, Marketing, Marketing (Marketing Analytics), Public Health/Social Entrepreneurship, Social Entrepreneurship', 'Restriction:Registration open to the following class level(s): Doctoral Student, Master Student']}",,
DSO-573,DSO,573,DSO 573,Data Analytics Driven Dynamic Strategy and Execution,"Achieving and enhancing competitive advantage through applications of data analytics, continuous insight discovery, strategy formulation and execution for the next generation of corporate leaders.",,,False,,3,,,,"{'restriction': ['Restriction:Registration open to the following major(s): Accounting, Business Administration/East Asian Area Studies, Business Administration/Industrial & Systems Engineering, Business Administration/Jewish Nonprofit Management, Business Administration/Pharmacy, Business Administration/Urban Planning, Business Administration/Real Estate Development, Business Administration/Systems Architecting and Engineering, Business Administration/Social Work, Business Research, Business Taxation, Business Analytics, Gerontology/Business Administration, Business Administration, Global Supply Chain Management, Juris Doctor/Business Administration, Law/Business Taxation, Medicine/Business Administration, Marketing, Marketing (Marketing Analytics), Public Health/Social Entrepreneurship, Social Entrepreneurship', 'Restriction:Registration open to the following class level(s): Doctoral Student, Master Student']}",,
DSO-575,DSO,575,DSO 575,Driving Business Transformation with GenAI and ML,Modernize cloud and big data platforms. Build and Implement long-term GenAI/ML strategies for business transformations using LLMs in the Cloud.,,,False,,3,,,,"{'restriction': ['Restriction:Registration open to the following major(s): Accounting, Business Administration/East Asian Area Studies, Business Administration/Industrial & Systems Engineering, Business Administration/Jewish Nonprofit Management, Business Administration/Pharmacy, Business Administration/Urban Planning, Business Administration/Real Estate Development, Business Administration/Systems Architecting and Engineering, Business Administration/Social Work, Business Research, Business Taxation, Business Analytics, Gerontology/Business Administration, Business Administration, Global Supply Chain Management, Juris Doctor/Business Administration, Law/Business Taxation, Medicine/Business Administration, Marketing, Marketing (Marketing Analytics), Public Health/Social Entrepreneurship, Social Entrepreneurship', 'Restriction:Registration open to the following class level(s): Doctoral Student, Master Student']}",,
DSO-576,DSO,576,DSO 576,Algorithmic Thinking with Python,"Writing complex Python programs to solve challenging problems in business analytics and performing competently in coding interviews. Thinking processes for planning, implementing and debugging code.",,,False,,3,,,,"{'restriction': ['Restriction:Registration open to the following major(s): Business Analytics', 'Restriction:Registration open to the following class level(s): Master Student'], 'alert': ['Note:Sections 16314, 16315, 16316, 16317 are for 1st year MS Business Analytics students only.']}",,
DSO-577,DSO,577,DSO 577,Optimization Modeling for Prescriptive Analytics,"Formulate linear optimization models and implement them to create reusable optimization software in inventory management, revenue management, resource allocation, matching, scheduling and portfolio optimization.",,,False,,3,(DSO 559 or DSO 576),,,{'prereq': ['Prerequisite:1 from (DSO 559orDSO 576)']},,
DSO-578,DSO,578,DSO 578,Fundamentals of Sports Performance Analytics,Statistical models for pro sports industry business application. Effectively communicate findings for practical actionable results. Sports science data protocol.,,,False,,1,,,,"{'restriction': ['Restriction:Registration open to the following major(s): Accounting, Business Administration/East Asian Area Studies, Business Administration/Industrial & Systems Engineering, Business Administration/Jewish Nonprofit Management, Business Administration/Pharmacy, Business Administration/Urban Planning, Business Administration/Real Estate Development, Business Administration/Systems Architecting and Engineering, Business Administration/Social Work, Business Research, Business Taxation, Business Analytics, Gerontology/Business Administration, Business Administration, Global Supply Chain Management, Juris Doctor/Business Administration, Law/Business Taxation, Medicine/Business Administration, Marketing, Marketing (Marketing Analytics), Public Health/Social Entrepreneurship, Social Entrepreneurship', 'Restriction:Registration open to the following class level(s): Doctoral Student, Master Student']}",,
DSO-579,DSO,579,DSO 579,Advanced Sports Performance Analytics,Implement supervised and unsupervised machine learning models to a specific sports performance analytics scenario. Help assess and predict performance.,,,False,,1,(DSO 559 or DSO 576 or DSO 578),,,"{'prereq': ['Prerequisite:1 from (DSO 559orDSO 576orDSO 578)'], 'restriction': ['Restriction:Registration open to the following class level(s): Doctoral Student, Master Student']}",,
DSO-580,DSO,580,DSO 580,Project Management,"Applications of systems theory and concepts, matrix organizational structures, PERT/CPM project modeling, and management information systems to the management of complex and critical projects.",,,False,,3,,,,"{'restriction': ['Restriction:Registration open to the following major(s): Accounting, Business Administration/East Asian Area Studies, Business Administration/Industrial & Systems Engineering, Business Administration/Jewish Nonprofit Management, Business Administration/Pharmacy, Business Administration/Urban Planning, Business Administration/Real Estate Development, Business Administration/Systems Architecting and Engineering, Business Administration/Social Work, Business Research, Business Taxation, Business Analytics, Gerontology/Business Administration, Business Administration, Global Supply Chain Management, Juris Doctor/Business Administration, Law/Business Taxation, Medicine/Business Administration, Marketing, Marketing (Marketing Analytics), Optimization and Supply Chain Management, Product Management, Public Health/Social Entrepreneurship, Strategy and Management Consulting, Social Entrepreneurship', 'Restriction:Registration open to the following class level(s): Doctoral Student, Master Student']}",,
DSO-581,DSO,581,DSO 581,Supply Chain Management,"Issues in supply chain management. Supply chain performance and dynamics. Tools for planning, control and coordination. Supply chain design and strategy. Recommended preparation: GSBA 504b or GSBA 534.",,,False,,3,,,,"{'restriction': ['Restriction:Registration open to the following major(s): Accounting, Business Administration/East Asian Area Studies, Business Administration/Industrial & Systems Engineering, Business Administration/Jewish Nonprofit Management, Business Administration/Pharmacy, Business Administration/Urban Planning, Business Administration/Real Estate Development, Business Administration/Systems Architecting and Engineering, Business Administration/Social Work, Business Research, Business Taxation, Business Analytics, Gerontology/Business Administration, Business Administration, Global Supply Chain Management, Juris Doctor/Business Administration, Law/Business Taxation, Medicine/Business Administration, Marketing, Marketing (Marketing Analytics), Optimization and Supply Chain Management, Public Health/Social Entrepreneurship, Social Entrepreneurship', 'Restriction:Registration open to the following class level(s): Doctoral Student, Master Student']}",,
DSO-582,DSO,582,DSO 582,Service Management,Examination of the service industry from a managerial and entrepreneurial perspective; emphasis on the tactical decisions needed to design and deliver successful and profitable services. Recommended preparation: GSBA 504b or GSBA 534.,,,False,,3,,,,"{'restriction': ['Restriction:Registration open to the following major(s): Accounting, Business Administration/East Asian Area Studies, Business Administration/Industrial & Systems Engineering, Business Administration/Jewish Nonprofit Management, Business Administration/Pharmacy, Business Administration/Urban Planning, Business Administration/Real Estate Development, Business Administration/Systems Architecting and Engineering, Business Administration/Social Work, Business Research, Business Taxation, Business Analytics, Gerontology/Business Administration, Business Administration, Global Supply Chain Management, Juris Doctor/Business Administration, Law/Business Taxation, Medicine/Business Administration, Marketing, Marketing (Marketing Analytics), Optimization and Supply Chain Management, Public Health/Social Entrepreneurship, Social Entrepreneurship', 'Restriction:Registration open to the following class level(s): Doctoral Student, Master Student']}",,
DSO-584,DSO,584,DSO 584,Global Operations Management,Exposure to issues crucial to the globalization of operations and their successful/unsuccessful operations management approaches in several countries and industries.,,,False,,1,,,,"{'restriction': ['Restriction:Registration open to the following major(s): Accounting, Business Administration/East Asian Area Studies, Business Administration/Industrial & Systems Engineering, Business Administration/Jewish Nonprofit Management, Business Administration/Pharmacy, Business Administration/Urban Planning, Business Administration/Real Estate Development, Business Administration/Systems Architecting and Engineering, Business Administration/Social Work, Business Research, Business Taxation, Business Analytics, Gerontology/Business Administration, Business Administration, Global Supply Chain Management, Juris Doctor/Business Administration, Law/Business Taxation, Medicine/Business Administration, Marketing, Marketing (Marketing Analytics), Optimization and Supply Chain Management, Public Health/Social Entrepreneurship, Social Entrepreneurship', 'Restriction:Registration open to the following class level(s): Doctoral Student, Master Student']}",,
DSO-585,DSO,585,DSO 585,Data-Driven Consulting,"Hands-on application of descriptive, predictive and prescriptive analytics to a unique business problem. Use business intelligence, programming and available tools to implement analytics-based solutions.",,,False,,1,DSO 530 and DSO 545 and (DSO 559 or DSO 576 or DSO 577),,,{'prereq': ['Prerequisite:DSO 530andDSO 545and 1 from (DSO 559orDSO 576orDSO 577)']},,
DSO-587,DSO,587,DSO 587,New Trends in Supply Chain Network Design,"Tools, processes and applications for optimizing agile, resilient and sustainable supply chains. Hands-on experience in designing integrated supply chain networks to address user/customer demand.",,,False,,3,,,,"{'restriction': ['Restriction:Registration open to the following major(s): Accounting, Business Administration/East Asian Area Studies, Business Administration/Industrial & Systems Engineering, Business Administration/Jewish Nonprofit Management, Business Administration/Pharmacy, Business Administration/Urban Planning, Business Administration/Real Estate Development, Business Administration/Systems Architecting and Engineering, Business Administration/Social Work, Business Research, Business Taxation, Business Analytics, Gerontology/Business Administration, Business Administration, Global Supply Chain Management, Juris Doctor/Business Administration, Law/Business Taxation, Medicine/Business Administration, Marketing, Marketing (Marketing Analytics), Optimization and Supply Chain Management, Public Health/Social Entrepreneurship, Social Entrepreneurship', 'Restriction:Registration open to the following class level(s): Master Student'], 'alert': ['Note:Sections 16340, 16341, and 16342 are for 1st year MS Global Supply Chain students only.']}",,
DSO-590,DSO,590,DSO 590,Directed Research,Research leading to the master's degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC. Open only to master's students. Duplicates credit in former IOM-590.,,,False,"1.0-5.0 units, max 12",,,,,{'restriction': ['Restriction:Registration open to the following class level(s): Master Student']},,
DSO-592,DSO,592,DSO 592,Field Research in Data Sciences or Operations,"Individual or team projects studying the practices of an industry, company, government agency, country, geographic region, etc. Proposal, data collection, analyses, and written report. Graded CR/NC. Recommended preparation: completion of required M.B.A, M.Acc., or M.B.T. courses. Open only to graduate students. Duplicates credit in former IOM-592.",,,False,"0.5-4.0 units, max 12",,,,,"{'restriction': ['Restriction:Registration open to the following class level(s): Doctoral Student, Master Student']}",,
DSO-593,DSO,593,DSO 593,Independent Research in Data Sciences or Operations,"Independent research beyond normal course offerings. Proposal, research and written report/paper required. Graded CR/NC.",,,False,"0.5-4.0 units, max 12",,,,,"{'restriction': ['Restriction:Registration open to the following class level(s): Doctoral Student, Master Student']}",,
DSO-595,DSO,595,DSO 595,Internship in Data Sciences or Operations,"Supervised on-the-job business experience in the student's area of interest (Curricular Practical Training). Recommended preparation: completion of required MBA, MSGSCM, or MSBA courses.",,,False,"0.5-2.0 units, max 9",,,,,"{'restriction': ['Restriction:Registration open to the following major(s): Business Administration/East Asian Area Studies, Business Administration/Industrial & Systems Engineering, Business Administration/Jewish Nonprofit Management, Business Administration/Pharmacy, Business Administration/Real Estate Development, Business Administration/Social Work, Business Research, Business Analytics, Gerontology/Business Administration, Business Administration, Global Supply Chain Management, Juris Doctor/Business Administration, Law/Business Taxation, Medicine/Business Administration, Optimization and Supply Chain Management, Accounting (Data and Analytics), Business Administration/Urban Planning, Business Administration/Systems Architecting and Engineering', 'Restriction:Registration open to the following class level(s): Master Student']}",,
DSO-596,DSO,596,DSO 596,Research Practicum in Data Sciences or Operations,Hands-on practical experience working with a Marshall faculty member in the Data Sciences and Operations Department on an ongoing research project. Graded CR/NC. Recommended preparation: completion of all required courses in the student's program. Open only to graduate students. Duplicates credit in the former IOM-596.,,,False,"0.5-2.0 units, max 8",,,,,"{'restriction': ['Restriction:Registration open to the following class level(s): Master Student, Doctoral Student']}",,
DSO-597,DSO,597,DSO 597,Consulting Project in Data Sciences or Operations,"Individual or team project solving real business problems for an existing business entity, domestic and/or international. Proposal, field research, analyses and oral and written presentations. Open only to graduate business students.",,,False,"0.5-5.0 units, max 12",,,,,"{'restriction': ['Restriction:Registration open to the following major(s): Accounting, Business Administration/East Asian Area Studies, Business Administration/Industrial & Systems Engineering, Business Administration/Jewish Nonprofit Management, Business Administration/Pharmacy, Business Administration/Urban Planning, Business Administration/Real Estate Development, Business Administration/Systems Architecting and Engineering, Business Administration/Social Work, Business Taxation, Gerontology/Business Administration, Business Administration, Global Supply Chain Management, Juris Doctor/Business Administration, Law/Business Taxation, Medicine/Business Administration, Marketing, Marketing (Marketing Analytics), Public Health/Social Entrepreneurship, Social Entrepreneurship', 'Restriction:Registration open to the following class level(s): Doctoral Student, Master Student']}",,
DSO-599,DSO,599,DSO 599,Special Topics,"Selected topics reflecting current trends and recent developments in data sciences, operations management, supply chain management and/or decision support systems. May be repeated only if topic is different.",,,False,"1.0-3.0 units, max 9",,,,,"{'restriction': ['Restriction:Registration open to the following major(s): Accounting, Business Administration/East Asian Area Studies, Business Administration/Industrial & Systems Engineering, Business Administration/Jewish Nonprofit Management, Business Administration/Pharmacy, Business Administration/Urban Planning, Business Administration/Real Estate Development, Business Administration/Systems Architecting and Engineering, Business Administration/Social Work, Business Research, Business Taxation, Business Analytics, Gerontology/Business Administration, Business Administration, Global Supply Chain Management, Juris Doctor/Business Administration, Law/Business Taxation, Medicine/Business Administration, Marketing, Marketing (Marketing Analytics), Public Health/Social Entrepreneurship, Social Entrepreneurship', 'Restriction:Registration open to the following class level(s): Doctoral Student, Master Student']}",,
DSO-603,DSO,603,DSO 603,Causal Inference with Modern Machine Learning Methods,A comprehensive introduction to advanced machine-learning tools specifically designed for causal inference.,,,False,,3,,,,{'restriction': ['Restriction:Registration open to the following class level(s): Doctoral Student']},,
DSO-621,DSO,621,DSO 621,Research Forum,"Seminar. Review and discuss current research in Data Sciences and Operations. Presentations by faculty, visiting researchers, and advanced students. Open only to Marshall PhD students. Graded CR/NC.",,,False,"1.0 units, max 6",,,,,"{'restriction': ['Restriction:Registration open to the following major(s): Business Administration', 'Restriction:Registration open to the following class level(s): Doctoral Student']}",,
FBE-206,FBE,206,FBE 206,The Power of Personal Finance,"Develop knowledge and skills in areas of money management, budgeting, financial goal attainment, insurance, credit cards, and investments.",,,False,,2,,,,{},,
FBE-391,FBE,391,FBE 391,Real Estate Finance and Investment,"Introduction to income-producing real estate from the perspective of finance, market analysis, capital markets, development and investment. Includes focus on analytical techniques and computer applications. Duplicates credit in FBE 400.",,,False,,4,(BUAD 215 or BUAD 306 or BUAD 308),,,"{'prereq': ['Prerequisite:1 from (BUAD 215orBUAD 306orBUAD 308)'], 'restriction': ['Restriction:Registration open to the following class level(s): Freshmen, Junior, Senior, Senior (fifth year), Sophomore']}",,
FBE-400,FBE,400,FBE 400x,Introduction to Real Estate Finance and Development,"Case analysis examining economic and financial aspects of real estate decisions for non-business majors. Focuses on dynamics of financing, markets and the development process. Not available for degree credit for business majors. Duplicates credit in FBE 391.",,,False,,4,,,,{},,
FBE-403,FBE,403,FBE 403,Introduction to the Legal Environment of Business,"Legal principles of business: litigation process, constitutional law, torts, product liability, crimes, contracts, and leases, intellectual property, international law, agency, employment law, and ethics.",,,False,,4,,,,{'restriction': ['Restriction:Registration closed to the following class level(s): Freshmen']},,
FBE-421,FBE,421,FBE 421,Financial Analysis and Valuation,Develops and uses tools of financial analysis to evaluate the performance and assess the value of individual companies in an industry context.,,,False,,4,(ACCT 410 or BUAD 280 or BUAD 305) and (BUAD 215 or BUAD 306 or BUAD 308),,,"{'prereq': ['Prerequisite:1 from (ACCT 410orBUAD 280orBUAD 305) and 1 from (BUAD 215orBUAD 306orBUAD 308)'], 'restriction': ['Restriction:Registration open to the following class level(s): Freshmen, Junior, Senior, Senior (fifth year), Sophomore']}",,
FBE-423,FBE,423,FBE 423,Introduction to Venture Capital and Private Equity,"Introduction to venture capital and private equity. Topics include fundraising, valuation of new firms and venture capital securities, and exiting investments through public offerings.",,,False,,4,(BUAD 215 or BUAD 306 or BUAD 308),,,{'prereq': ['Prerequisite:1 from (BUAD 215orBUAD 306orBUAD 308)']},,
FBE-424,FBE,424,FBE 424,Financial Institutions and Capital Markets,"Money and capital markets; derivative markets; foreign exchange markets; investment banks and nonbank finance, financial crises; commercial banks, Federal Reserve and conduct of monetary policy. Duplicates credit in former FBE 324.",,,False,,4,((BUAD 351 and BUAD 352) or (ECON 203 and ECON 205) or (ECON 351 and ECON 352)),,,"{'prereq': ['Prerequisite:1 from ((BUAD 351andBUAD 352) or (ECON 203andECON 205) or (ECON 351andECON 352))'], 'restriction': ['Restriction:Registration open to the following class level(s): Junior, Senior, Sophomore']}",,
FBE-427,FBE,427,FBE 427,Real Estate Law,"Principles of law regarding real property transactions; buyer-seller, debtor-creditor, landlord-tenant relationships; environmental law and land use control; investments and syndication.",,,False,,4,,,,"{'restriction': ['Restriction:Registration open to the following class level(s): Freshmen, Sophomore, Junior, Senior']}",,
